day,subscriber_ecid,data_usage_volume
(n+2)15,2rNsNFYsam9gX,0.6202816963195801
(n+2)16,2rNsNFYsam9gX,0.6533459424972534
(n+2)17,2rNsNFYsam9gX,0.7018282413482666
(n+2)18,2rNsNFYsam9gX,0.9886996746063232
(n+2)19,2rNsNFYsam9gX,-0.10283613204956055
(n+2)20,2rNsNFYsam9gX,0.30913007259368896
(n+2)21,2rNsNFYsam9gX,1.033618688583374
(n+2)15,2xCUTBApLSkTL,3.630465269088745
(n+2)16,2xCUTBApLSkTL,2.619480848312378
(n+2)17,2xCUTBApLSkTL,3.545789957046509
(n+2)18,2xCUTBApLSkTL,4.230332374572754
(n+2)19,2xCUTBApLSkTL,4.5979204177856445
(n+2)20,2xCUTBApLSkTL,4.440441131591797
(n+2)21,2xCUTBApLSkTL,2.772322177886963
(n+2)15,2zc-d4fq-yrRw,0.5892314910888672
(n+2)16,2zc-d4fq-yrRw,0.662588357925415
(n+2)17,2zc-d4fq-yrRw,0.7309882640838623
(n+2)18,2zc-d4fq-yrRw,0.658417820930481
(n+2)19,2zc-d4fq-yrRw,0.6564711928367615
(n+2)20,2zc-d4fq-yrRw,0.7260807156562805
(n+2)21,2zc-d4fq-yrRw,0.77191162109375
(n+2)15,32yOXaoP92B7_,1.9007638692855835
(n+2)16,32yOXaoP92B7_,1.9563169479370117
(n+2)17,32yOXaoP92B7_,2.022887706756592
(n+2)18,32yOXaoP92B7_,2.084277629852295
(n+2)19,32yOXaoP92B7_,2.090172052383423
(n+2)20,32yOXaoP92B7_,2.0003085136413574
(n+2)21,32yOXaoP92B7_,2.0043535232543945
(n+2)15,39zhgc7l5jA8X,3.1823291778564453
(n+2)16,39zhgc7l5jA8X,3.224958658218384
(n+2)17,39zhgc7l5jA8X,3.667498826980591
(n+2)18,39zhgc7l5jA8X,3.697350263595581
(n+2)19,39zhgc7l5jA8X,3.4294140338897705
(n+2)20,39zhgc7l5jA8X,3.091905117034912
(n+2)21,39zhgc7l5jA8X,2.940840721130371
(n+2)15,3M2VyFy-yyqzM,-0.1511474847793579
(n+2)16,3M2VyFy-yyqzM,-0.12443327903747559
(n+2)17,3M2VyFy-yyqzM,-0.11168134212493896
(n+2)18,3M2VyFy-yyqzM,-0.08918333053588867
(n+2)19,3M2VyFy-yyqzM,-0.09109044075012207
(n+2)20,3M2VyFy-yyqzM,-0.08992409706115723
(n+2)21,3M2VyFy-yyqzM,-0.08023619651794434
(n+2)15,3M5FlStwNA2pE,0.017287135124206543
(n+2)16,3M5FlStwNA2pE,0.023075461387634277
(n+2)17,3M5FlStwNA2pE,0.0075768232345581055
(n+2)18,3M5FlStwNA2pE,0.02004265785217285
(n+2)19,3M5FlStwNA2pE,0.003926634788513184
(n+2)20,3M5FlStwNA2pE,0.012340068817138672
(n+2)21,3M5FlStwNA2pE,0.8639266490936279
(n+2)15,3N1j0lYI3fmAj,1.042127251625061
(n+2)16,3N1j0lYI3fmAj,1.0137821435928345
(n+2)17,3N1j0lYI3fmAj,0.9901425838470459
(n+2)18,3N1j0lYI3fmAj,0.9437535405158997
(n+2)19,3N1j0lYI3fmAj,0.9808667898178101
(n+2)20,3N1j0lYI3fmAj,1.0035969018936157
(n+2)21,3N1j0lYI3fmAj,1.0370326042175293
(n+2)15,3QAqV3g5Vx0j8,1.410731315612793
(n+2)16,3QAqV3g5Vx0j8,1.2354305982589722
(n+2)17,3QAqV3g5Vx0j8,1.0562347173690796
(n+2)18,3QAqV3g5Vx0j8,1.0572484731674194
(n+2)19,3QAqV3g5Vx0j8,1.0100314617156982
(n+2)20,3QAqV3g5Vx0j8,1.0344425439834595
(n+2)21,3QAqV3g5Vx0j8,1.0981236696243286
(n+2)15,3X1RbX6H3y6ly,1.3146904706954956
(n+2)16,3X1RbX6H3y6ly,1.2635058164596558
(n+2)17,3X1RbX6H3y6ly,1.064125418663025
(n+2)18,3X1RbX6H3y6ly,2.142765522003174
(n+2)19,3X1RbX6H3y6ly,2.6779088973999023
(n+2)20,3X1RbX6H3y6ly,2.1997718811035156
(n+2)21,3X1RbX6H3y6ly,1.5677229166030884
(n+2)15,3ZYhGKCO8mXGZ,-0.10242605209350586
(n+2)16,3ZYhGKCO8mXGZ,0.24684417247772217
(n+2)17,3ZYhGKCO8mXGZ,0.4838019609451294
(n+2)18,3ZYhGKCO8mXGZ,0.4831794500350952
(n+2)19,3ZYhGKCO8mXGZ,0.4574265480041504
(n+2)20,3ZYhGKCO8mXGZ,0.5979386568069458
(n+2)21,3ZYhGKCO8mXGZ,-0.04090547561645508
(n+2)15,3b6WbI2nsH5YV,2.3528366088867188
(n+2)16,3b6WbI2nsH5YV,2.50051212310791
(n+2)17,3b6WbI2nsH5YV,2.62754487991333
(n+2)18,3b6WbI2nsH5YV,2.759962558746338
(n+2)19,3b6WbI2nsH5YV,3.2237837314605713
(n+2)20,3b6WbI2nsH5YV,3.5334713459014893
(n+2)21,3b6WbI2nsH5YV,3.6442408561706543
(n+2)15,3b_Czk5dZiM_d,2.035294532775879
(n+2)16,3b_Czk5dZiM_d,1.3010008335113525
(n+2)17,3b_Czk5dZiM_d,2.6631662845611572
(n+2)18,3b_Czk5dZiM_d,3.5677738189697266
(n+2)19,3b_Czk5dZiM_d,1.379135251045227
(n+2)20,3b_Czk5dZiM_d,-0.13605129718780518
(n+2)21,3b_Czk5dZiM_d,0.8329910039901733
(n+2)15,3fZjOcIsRSshq,-0.026281356811523438
(n+2)16,3fZjOcIsRSshq,-0.013574004173278809
(n+2)17,3fZjOcIsRSshq,-0.027505159378051758
(n+2)18,3fZjOcIsRSshq,-0.029119491577148438
(n+2)19,3fZjOcIsRSshq,-0.0211561918258667
(n+2)20,3fZjOcIsRSshq,0.0044972896575927734
(n+2)21,3fZjOcIsRSshq,-0.019206762313842773
(n+2)15,3pW88difJDtwf,0.6217174530029297
(n+2)16,3pW88difJDtwf,0.61726975440979
(n+2)17,3pW88difJDtwf,0.5977023839950562
(n+2)18,3pW88difJDtwf,0.6568138599395752
(n+2)19,3pW88difJDtwf,0.7281054258346558
(n+2)20,3pW88difJDtwf,0.8690459728240967
(n+2)21,3pW88difJDtwf,0.8965502977371216
(n+2)15,3wVNHoQ6LYH4D,-0.14765965938568115
(n+2)16,3wVNHoQ6LYH4D,-0.14742088317871094
(n+2)17,3wVNHoQ6LYH4D,-0.14672625064849854
(n+2)18,3wVNHoQ6LYH4D,-0.14653682708740234
(n+2)19,3wVNHoQ6LYH4D,-0.14607810974121094
(n+2)20,3wVNHoQ6LYH4D,-0.03917992115020752
(n+2)21,3wVNHoQ6LYH4D,-0.08191311359405518
(n+2)15,404scepkNb_o4,1.7712470293045044
(n+2)16,404scepkNb_o4,2.0259897708892822
(n+2)17,404scepkNb_o4,1.993238091468811
(n+2)18,404scepkNb_o4,1.8386237621307373
(n+2)19,404scepkNb_o4,1.8742427825927734
(n+2)20,404scepkNb_o4,2.9842939376831055
(n+2)21,404scepkNb_o4,2.612226963043213
(n+2)15,40xf6d-816i5n,3.653693437576294
(n+2)16,40xf6d-816i5n,4.773149490356445
(n+2)17,40xf6d-816i5n,5.387321472167969
(n+2)18,40xf6d-816i5n,5.0432891845703125
(n+2)19,40xf6d-816i5n,4.751034736633301
(n+2)20,40xf6d-816i5n,4.094718933105469
(n+2)21,40xf6d-816i5n,3.851919651031494
(n+2)15,43JVIpY9yI6t7,-0.14305710792541504
(n+2)16,43JVIpY9yI6t7,0.1099776029586792
(n+2)17,43JVIpY9yI6t7,0.20003008842468262
(n+2)18,43JVIpY9yI6t7,0.2228562831878662
(n+2)19,43JVIpY9yI6t7,0.24261200428009033
(n+2)20,43JVIpY9yI6t7,0.24735379219055176
(n+2)21,43JVIpY9yI6t7,0.2587014436721802
(n+2)15,44aqzZR6luWyz,0.06039142608642578
(n+2)16,44aqzZR6luWyz,0.06767117977142334
(n+2)17,44aqzZR6luWyz,0.10203397274017334
(n+2)18,44aqzZR6luWyz,0.04844558238983154
(n+2)19,44aqzZR6luWyz,0.07012176513671875
(n+2)20,44aqzZR6luWyz,0.02121138572692871
(n+2)21,44aqzZR6luWyz,0.025829315185546875
(n+2)15,48EKPNntVRMBh,-0.17916202545166016
(n+2)16,48EKPNntVRMBh,-0.18816423416137695
(n+2)17,48EKPNntVRMBh,-0.18493390083312988
(n+2)18,48EKPNntVRMBh,0.1368849277496338
(n+2)19,48EKPNntVRMBh,0.049263834953308105
(n+2)20,48EKPNntVRMBh,-0.1305704116821289
(n+2)21,48EKPNntVRMBh,-0.021885275840759277
(n+2)15,4AgbfKTf6W3ih,-0.15565252304077148
(n+2)16,4AgbfKTf6W3ih,-0.15262055397033691
(n+2)17,4AgbfKTf6W3ih,-0.15781426429748535
(n+2)18,4AgbfKTf6W3ih,-0.14952754974365234
(n+2)19,4AgbfKTf6W3ih,-0.14748990535736084
(n+2)20,4AgbfKTf6W3ih,-0.14287304878234863
(n+2)21,4AgbfKTf6W3ih,-0.14281415939331055
(n+2)15,4FZppZ0yFa5OG,-0.11422610282897949
(n+2)16,4FZppZ0yFa5OG,0.17814242839813232
(n+2)17,4FZppZ0yFa5OG,0.0018879175186157227
(n+2)18,4FZppZ0yFa5OG,0.5356667041778564
(n+2)19,4FZppZ0yFa5OG,0.5842740535736084
(n+2)20,4FZppZ0yFa5OG,0.5176041722297668
(n+2)21,4FZppZ0yFa5OG,0.4660041928291321
(n+2)15,4Gr5JueCKLbR0,2.88803768157959
(n+2)16,4Gr5JueCKLbR0,2.8361544609069824
(n+2)17,4Gr5JueCKLbR0,2.9002718925476074
(n+2)18,4Gr5JueCKLbR0,3.1477913856506348
(n+2)19,4Gr5JueCKLbR0,2.990568161010742
(n+2)20,4Gr5JueCKLbR0,2.6772565841674805
(n+2)21,4Gr5JueCKLbR0,2.5992672443389893
(n+2)15,4JYt7OYE9n7m6,-0.16962528228759766
(n+2)16,4JYt7OYE9n7m6,-0.17639338970184326
(n+2)17,4JYt7OYE9n7m6,-0.16092419624328613
(n+2)18,4JYt7OYE9n7m6,-0.17428946495056152
(n+2)19,4JYt7OYE9n7m6,-0.06050682067871094
(n+2)20,4JYt7OYE9n7m6,0.10061526298522949
(n+2)21,4JYt7OYE9n7m6,-0.07686483860015869
(n+2)15,4TVsEbq2uvIRR,11.600700378417969
(n+2)16,4TVsEbq2uvIRR,10.897765159606934
(n+2)17,4TVsEbq2uvIRR,10.201026916503906
(n+2)18,4TVsEbq2uvIRR,8.712831497192383
(n+2)19,4TVsEbq2uvIRR,6.440948486328125
(n+2)20,4TVsEbq2uvIRR,5.413843154907227
(n+2)21,4TVsEbq2uvIRR,5.9446821212768555
(n+2)15,4VP-NCllX2jqU,-0.004157900810241699
(n+2)16,4VP-NCllX2jqU,-0.034465909004211426
(n+2)17,4VP-NCllX2jqU,-0.027736425399780273
(n+2)18,4VP-NCllX2jqU,-0.014687061309814453
(n+2)19,4VP-NCllX2jqU,-0.07250940799713135
(n+2)20,4VP-NCllX2jqU,-0.04064583778381348
(n+2)21,4VP-NCllX2jqU,-0.04284405708312988
